nom_du_joueur;IDjoueur;nom_du_jeu;action_de_jeu;mise;difficulty;score;gagnant
Anton;8szmuppws;Logique2;1;1;0.1;1;1
Anton;8szmuppws;Logique2;2;7;0.2;8;1
Anton;8szmuppws;Logique2;3;1;0.30000000000000004;7;0
Anton;8szmuppws;Logique2;4;7;0.20000000000000004;14;1
Anton;8szmuppws;Logique2;5;3;0.30000000000000004;17;1
Anton;8szmuppws;Logique2;6;5;0.4;12;0
Anton;8szmuppws;Logique2;7;3;0.30000000000000004;15;1
Anton;8szmuppws;Logique2;8;2;0.4;13;0
Anton;8szmuppws;Logique2;9;4;0.30000000000000004;9;0
Anton;8szmuppws;Logique2;10;7;0.20000000000000004;16;1
Anton;8szmuppws;Logique2;11;7;0.30000000000000004;23;1
Anton;8szmuppws;Logique2;12;7;0.4;16;0
Anton;8szmuppws;Logique2;13;7;0.30000000000000004;23;1
Anton;8szmuppws;Logique2;14;7;0.4;30;1
Anton;8szmuppws;Logique2;15;7;0.5;23;0
Anton;8szmuppws;Logique2;16;7;0.4;30;1
Anton;8szmuppws;Logique2;17;1;0.5;31;1
Anton;8szmuppws;Logique2;18;2;0.6;33;1
Anton;8szmuppws;Logique2;19;4;0.7;37;1
Anton;8szmuppws;Logique2;20;1;0.7999999999999999;38;1
Anton;8szmuppws;Logique2;21;1;0.8999999999999999;39;1
Anton;8szmuppws;Logique2;22;4;0.9999999999999999;43;1
Anton;8szmuppws;Logique2;23;2;1;41;0
Anton;8szmuppws;Logique2;24;1;0.9;40;0
Anton;8szmuppws;Logique2;25;4;0.8;44;1
Anton;8szmuppws;Logique2;26;2;0.9;42;0
Anton;8szmuppws;Logique2;27;1;0.8;41;0
Anton;8szmuppws;Logique2;28;1;0.7000000000000001;42;1
Anton;8szmuppws;Logique2;29;1;0.8;41;0
Anton;8szmuppws;Logique2;30;2;0.7000000000000001;39;0
Anton;8szmuppws;Sensoriel;1;7;0;7;1
Anton;8szmuppws;Sensoriel;2;7;0.1;0;0
Anton;8szmuppws;Sensoriel;3;7;0;7;1
Anton;8szmuppws;Sensoriel;4;7;0.1;14;1
Anton;8szmuppws;Sensoriel;5;4;0.2;18;1
Anton;8szmuppws;Sensoriel;6;5;0.30000000000000004;13;0
Anton;8szmuppws;Sensoriel;7;7;0.20000000000000004;6;0
Anton;8szmuppws;Sensoriel;8;7;0.10000000000000003;13;1
Anton;8szmuppws;Sensoriel;9;7;0.20000000000000004;20;1
Anton;8szmuppws;Sensoriel;10;7;0.30000000000000004;13;0
Anton;8szmuppws;Sensoriel;11;7;0.20000000000000004;20;1
Anton;8szmuppws;Sensoriel;12;7;0.30000000000000004;27;1
Anton;8szmuppws;Sensoriel;13;7;0.4;34;1
Anton;8szmuppws;Sensoriel;14;7;0.5;41;1
Anton;8szmuppws;Sensoriel;15;7;0.6;34;0
Anton;8szmuppws;Sensoriel;16;4;0.5;30;0
Anton;8szmuppws;Sensoriel;17;2;0.4;28;0
Anton;8szmuppws;Sensoriel;18;1;0.30000000000000004;27;0
Anton;8szmuppws;Sensoriel;19;3;0.20000000000000004;24;0
Anton;8szmuppws;Sensoriel;20;4;0.10000000000000003;20;0
Anton;8szmuppws;Sensoriel;21;3;2.7755575615628914e-17;23;1
Anton;8szmuppws;Sensoriel;22;2;0.10000000000000003;21;0
Anton;8szmuppws;Sensoriel;23;3;2.7755575615628914e-17;18;0
Anton;8szmuppws;Sensoriel;24;6;0;24;1
Anton;8szmuppws;Sensoriel;25;7;0.1;31;1
Anton;8szmuppws;Sensoriel;26;7;0.2;38;1
Anton;8szmuppws;Sensoriel;27;6;0.30000000000000004;32;0
Anton;8szmuppws;Sensoriel;28;5;0.20000000000000004;37;1
Anton;8szmuppws;Sensoriel;29;7;0.30000000000000004;44;1
Anton;8szmuppws;Sensoriel;30;6;0.4;38;0
Anton;8szmuppws;Motrice;1;2;4.034264097200273;-2;0
Anton;8szmuppws;Motrice;2;1;3.1634973615297346;-3;0
Anton;8szmuppws;Motrice;3;1;2.006938556659452;-4;0
Anton;8szmuppws;Motrice;4;1;0.138902552083896;-3;1
Anton;8szmuppws;Motrice;5;2;2.006938556659452;-1;1
Anton;8szmuppws;Motrice;6;1;3.1634973615297346;-2;0
Anton;8szmuppws;Motrice;7;1;2.006938556659452;-1;1
Anton;8szmuppws;Motrice;8;1;3.1634973615297346;-2;0
Anton;8szmuppws;Motrice;9;1;2.006938556659452;-1;1
Anton;8szmuppws;Motrice;10;1;3.1634973615297346;-2;0
Anton;8szmuppws;Motrice;11;7;2.006938556659452;5;1
Anton;8szmuppws;Motrice;12;1;3.1634973615297346;4;0
Anton;8szmuppws;Motrice;13;1;2.006938556659452;5;1
Anton;8szmuppws;Motrice;14;2;3.1634973615297346;3;0
Anton;8szmuppws;Motrice;15;1;2.006938556659452;2;0
Anton;8szmuppws;Motrice;16;7;0.138902552083896;9;1
Anton;8szmuppws;Motrice;17;4;2.006938556659452;13;1
Anton;8szmuppws;Motrice;18;1;3.1634973615297346;14;1
Anton;8szmuppws;Motrice;19;1;4.034264097200273;13;0
Anton;8szmuppws;Motrice;20;1;3.1634973615297346;14;1
Anton;8szmuppws;Motrice;21;1;4.034264097200273;15;1
Anton;8szmuppws;Motrice;22;1;4.7534692783297245;14;0
Anton;8szmuppws;Motrice;23;1;4.034264097200273;15;1
Anton;8szmuppws;Motrice;24;1;4.7534692783297245;16;1
Anton;8szmuppws;Motrice;25;5;5.381755349031991;21;1
Anton;8szmuppws;Motrice;26;4;5.95240197898444;17;0
Anton;8szmuppws;Motrice;27;2;5.381755349031991;15;0
Anton;8szmuppws;Motrice;28;3;4.7534692783297245;12;0
Anton;8szmuppws;Motrice;29;5;4.034264097200273;7;0
Anton;8szmuppws;Motrice;30;5;3.1634973615297346;12;1
comte;by8iexwcm;Motrice;1;3;4.034264097200273;3;1
comte;by8iexwcm;Motrice;2;6;4.7534692783297245;-3;0
comte;by8iexwcm;Motrice;3;4;4.034264097200273;-7;0
comte;by8iexwcm;Motrice;4;4;3.1634973615297346;-11;0
comte;by8iexwcm;Motrice;5;3;2.006938556659452;-8;1
comte;by8iexwcm;Motrice;6;3;3.1634973615297346;-5;1
comte;by8iexwcm;Motrice;7;3;4.034264097200273;-8;0
comte;by8iexwcm;Motrice;8;3;3.1634973615297346;-5;1
comte;by8iexwcm;Motrice;9;3;4.034264097200273;-2;1
comte;by8iexwcm;Motrice;10;3;4.7534692783297245;1;1
comte;by8iexwcm;Motrice;11;3;5.381755349031991;4;1
comte;by8iexwcm;Motrice;12;3;5.95240197898444;7;1
comte;by8iexwcm;Motrice;13;3;6.486337229729588;10;1
comte;by8iexwcm;Motrice;14;3;6.998323261344622;13;1
comte;by8iexwcm;Motrice;15;3;7.5;16;1
comte;by8iexwcm;Motrice;16;3;8.001676738655377;19;1
comte;by8iexwcm;Motrice;17;3;8.513662770270411;16;0
comte;by8iexwcm;Motrice;18;3;8.001676738655377;19;1
comte;by8iexwcm;Motrice;19;3;8.513662770270411;16;0
comte;by8iexwcm;Motrice;20;3;8.001676738655377;13;0
comte;by8iexwcm;Motrice;21;3;7.5;10;0
comte;by8iexwcm;Motrice;22;3;6.998323261344622;13;1
comte;by8iexwcm;Motrice;23;3;7.5;16;1
comte;by8iexwcm;Motrice;24;3;8.001676738655377;13;0
comte;by8iexwcm;Motrice;25;3;7.5;10;0
comte;by8iexwcm;Motrice;26;3;6.998323261344622;7;0
comte;by8iexwcm;Motrice;27;3;6.486337229729588;10;1
comte;by8iexwcm;Motrice;28;3;6.998323261344622;13;1
comte;by8iexwcm;Motrice;29;3;7.5;16;1
comte;by8iexwcm;Motrice;30;3;8.001676738655377;13;0
comte;by8iexwcm;Sensoriel;1;7;0;7;1
comte;by8iexwcm;Sensoriel;2;7;0.1;0;0
comte;by8iexwcm;Sensoriel;3;7;0;7;1
comte;by8iexwcm;Sensoriel;4;7;0.1;14;1
comte;by8iexwcm;Sensoriel;5;7;0.2;21;1
comte;by8iexwcm;Sensoriel;6;4;0.30000000000000004;25;1
comte;by8iexwcm;Sensoriel;7;7;0.4;32;1
comte;by8iexwcm;Sensoriel;8;7;0.5;39;1
comte;by8iexwcm;Sensoriel;9;4;0.6;35;0
comte;by8iexwcm;Sensoriel;10;7;0.5;28;0
comte;by8iexwcm;Sensoriel;11;3;0.4;25;0
comte;by8iexwcm;Sensoriel;12;1;0.30000000000000004;24;0
comte;by8iexwcm;Sensoriel;13;1;0.20000000000000004;23;0
comte;by8iexwcm;Sensoriel;14;1;0.10000000000000003;24;1
comte;by8iexwcm;Sensoriel;15;1;0.20000000000000004;23;0
comte;by8iexwcm;Sensoriel;16;3;0.10000000000000003;20;0
comte;by8iexwcm;Sensoriel;17;2;2.7755575615628914e-17;22;1
comte;by8iexwcm;Sensoriel;18;7;0.10000000000000003;29;1
comte;by8iexwcm;Sensoriel;19;7;0.20000000000000004;36;1
comte;by8iexwcm;Sensoriel;20;7;0.30000000000000004;43;1
comte;by8iexwcm;Sensoriel;21;3;0.4;46;1
comte;by8iexwcm;Sensoriel;22;3;0.5;49;1
comte;by8iexwcm;Sensoriel;23;2;0.6;47;0
comte;by8iexwcm;Sensoriel;24;1;0.5;46;0
comte;by8iexwcm;Sensoriel;25;1;0.4;47;1
comte;by8iexwcm;Sensoriel;26;1;0.5;46;0
comte;by8iexwcm;Sensoriel;27;1;0.4;47;1
comte;by8iexwcm;Sensoriel;28;1;0.5;46;0
comte;by8iexwcm;Sensoriel;29;1;0.4;45;0
comte;by8iexwcm;Sensoriel;30;1;0.30000000000000004;44;0
comte;by8iexwcm;Logique2;1;1;0.1;1;1
comte;by8iexwcm;Logique2;2;3;0.2;4;1
comte;by8iexwcm;Logique2;3;3;0.30000000000000004;1;0
comte;by8iexwcm;Logique2;4;3;0.20000000000000004;4;1
comte;by8iexwcm;Logique2;5;3;0.30000000000000004;7;1
comte;by8iexwcm;Logique2;6;3;0.4;10;1
comte;by8iexwcm;Logique2;7;3;0.5;7;0
comte;by8iexwcm;Logique2;8;3;0.4;10;1
comte;by8iexwcm;Logique2;9;3;0.5;13;1
comte;by8iexwcm;Logique2;10;4;0.6;9;0
comte;by8iexwcm;Logique2;11;3;0.5;6;0
comte;by8iexwcm;Logique2;12;1;0.4;7;1
comte;by8iexwcm;Logique2;13;3;0.5;4;0
comte;by8iexwcm;Logique2;14;1;0.4;3;0
comte;by8iexwcm;Logique2;15;1;0.30000000000000004;4;1
comte;by8iexwcm;Logique2;16;4;0.4;8;1
comte;by8iexwcm;Logique2;17;4;0.5;12;1
comte;by8iexwcm;Logique2;18;2;0.6;14;1
comte;by8iexwcm;Logique2;19;3;0.7;17;1
comte;by8iexwcm;Logique2;20;4;0.7999999999999999;13;0
comte;by8iexwcm;Logique2;21;2;0.7;15;1
comte;by8iexwcm;Logique2;22;3;0.7999999999999999;18;1
comte;by8iexwcm;Logique2;23;4;0.8999999999999999;14;0
comte;by8iexwcm;Logique2;24;2;0.7999999999999999;16;1
comte;by8iexwcm;Logique2;25;3;0.8999999999999999;13;0
comte;by8iexwcm;Logique2;26;2;0.7999999999999999;15;1
comte;by8iexwcm;Logique2;27;2;0.8999999999999999;17;1
comte;by8iexwcm;Logique2;28;2;0.9999999999999999;15;0
comte;by8iexwcm;Logique2;29;1;0.8999999999999999;14;0
comte;by8iexwcm;Logique2;30;1;0.7999999999999999;13;0
Matthieu;yt5tltbjd;Motrice;1;7;4.034264097200273;7;1
Matthieu;yt5tltbjd;Motrice;2;7;4.7534692783297245;0;0
Matthieu;yt5tltbjd;Motrice;3;7;4.034264097200273;-7;0
Matthieu;yt5tltbjd;Motrice;4;7;3.1634973615297346;-14;0
Matthieu;yt5tltbjd;Motrice;5;7;2.006938556659452;-7;1
Matthieu;yt5tltbjd;Motrice;6;7;3.1634973615297346;-14;0
Matthieu;yt5tltbjd;Motrice;7;7;2.006938556659452;-7;1
Matthieu;yt5tltbjd;Motrice;8;7;3.1634973615297346;0;1
Matthieu;yt5tltbjd;Motrice;9;7;4.034264097200273;-7;0
Matthieu;yt5tltbjd;Motrice;10;7;3.1634973615297346;-14;0
Matthieu;yt5tltbjd;Motrice;11;7;2.006938556659452;-7;1
Matthieu;yt5tltbjd;Motrice;12;7;3.1634973615297346;-14;0
Matthieu;yt5tltbjd;Motrice;13;7;2.006938556659452;-7;1
Matthieu;yt5tltbjd;Motrice;14;1;3.1634973615297346;-8;0
Matthieu;yt5tltbjd;Motrice;15;7;2.006938556659452;-1;1
Matthieu;yt5tltbjd;Motrice;16;3;3.1634973615297346;-4;0
Matthieu;yt5tltbjd;Motrice;17;7;2.006938556659452;-11;0
Matthieu;yt5tltbjd;Motrice;18;7;0.138902552083896;-4;1
Matthieu;yt5tltbjd;Motrice;19;7;2.006938556659452;3;1
Matthieu;yt5tltbjd;Motrice;20;3;3.1634973615297346;0;0
Matthieu;yt5tltbjd;Motrice;21;7;2.006938556659452;7;1
Matthieu;yt5tltbjd;Motrice;22;1;3.1634973615297346;6;0
Matthieu;yt5tltbjd;Motrice;23;7;2.006938556659452;-1;0
Matthieu;yt5tltbjd;Motrice;24;7;0.138902552083896;6;1
Matthieu;yt5tltbjd;Motrice;25;3;2.006938556659452;3;0
Matthieu;yt5tltbjd;Motrice;26;7;0.138902552083896;10;1
Matthieu;yt5tltbjd;Motrice;27;3;2.006938556659452;7;0
Matthieu;yt5tltbjd;Motrice;28;7;0.138902552083896;14;1
Matthieu;yt5tltbjd;Motrice;29;7;2.006938556659452;7;0
Matthieu;yt5tltbjd;Motrice;30;7;0.138902552083896;14;1
Matthieu;yt5tltbjd;Logique2;1;7;0.1;7;1
Matthieu;yt5tltbjd;Logique2;2;7;0.2;14;1
Matthieu;yt5tltbjd;Logique2;3;7;0.30000000000000004;21;1
Matthieu;yt5tltbjd;Logique2;4;7;0.4;28;1
Matthieu;yt5tltbjd;Logique2;5;7;0.5;35;1
Matthieu;yt5tltbjd;Logique2;6;7;0.6;42;1
Matthieu;yt5tltbjd;Logique2;7;7;0.7;35;0
Matthieu;yt5tltbjd;Logique2;8;7;0.6;42;1
Matthieu;yt5tltbjd;Logique2;9;7;0.7;49;1
Matthieu;yt5tltbjd;Logique2;10;7;0.7999999999999999;42;0
Matthieu;yt5tltbjd;Logique2;11;7;0.7;49;1
Matthieu;yt5tltbjd;Logique2;12;7;0.7999999999999999;56;1
Matthieu;yt5tltbjd;Logique2;13;7;0.8999999999999999;49;0
Matthieu;yt5tltbjd;Logique2;14;7;0.7999999999999999;42;0
Matthieu;yt5tltbjd;Logique2;15;7;0.7;35;0
Matthieu;yt5tltbjd;Logique2;16;7;0.6;28;0
Matthieu;yt5tltbjd;Logique2;17;7;0.5;35;1
Matthieu;yt5tltbjd;Logique2;18;7;0.6;28;0
Matthieu;yt5tltbjd;Logique2;19;7;0.5;35;1
Matthieu;yt5tltbjd;Logique2;20;7;0.6;42;1
Matthieu;yt5tltbjd;Logique2;21;7;0.7;49;1
Matthieu;yt5tltbjd;Logique2;22;7;0.7999999999999999;56;1
Matthieu;yt5tltbjd;Logique2;23;7;0.8999999999999999;49;0
Matthieu;yt5tltbjd;Logique2;24;7;0.7999999999999999;56;1
Matthieu;yt5tltbjd;Logique2;25;7;0.8999999999999999;49;0
Matthieu;yt5tltbjd;Logique2;26;7;0.7999999999999999;42;0
Matthieu;yt5tltbjd;Logique2;27;7;0.7;35;0
Matthieu;yt5tltbjd;Logique2;28;7;0.6;42;1
Matthieu;yt5tltbjd;Logique2;29;7;0.7;49;1
Matthieu;yt5tltbjd;Logique2;30;7;0.7999999999999999;56;1
Matthieu;yt5tltbjd;Sensoriel;1;7;0;7;1
Matthieu;yt5tltbjd;Sensoriel;2;7;0.1;0;0
Matthieu;yt5tltbjd;Sensoriel;3;7;0;7;1
Matthieu;yt5tltbjd;Sensoriel;4;7;0.1;0;0
Matthieu;yt5tltbjd;Sensoriel;5;7;0;7;1
Matthieu;yt5tltbjd;Sensoriel;6;7;0.1;14;1
Matthieu;yt5tltbjd;Sensoriel;7;7;0.2;21;1
Matthieu;yt5tltbjd;Sensoriel;8;7;0.30000000000000004;28;1
Matthieu;yt5tltbjd;Sensoriel;9;1;0.4;27;0
Matthieu;yt5tltbjd;Sensoriel;10;7;0.30000000000000004;20;0
Matthieu;yt5tltbjd;Sensoriel;11;7;0.20000000000000004;27;1
Matthieu;yt5tltbjd;Sensoriel;12;7;0.30000000000000004;34;1
Matthieu;yt5tltbjd;Sensoriel;13;1;0.4;33;0
Matthieu;yt5tltbjd;Sensoriel;14;1;0.30000000000000004;32;0
Matthieu;yt5tltbjd;Sensoriel;15;1;0.20000000000000004;31;0
Matthieu;yt5tltbjd;Sensoriel;16;1;0.10000000000000003;30;0
Matthieu;yt5tltbjd;Sensoriel;17;2;2.7755575615628914e-17;28;0
Matthieu;yt5tltbjd;Sensoriel;18;7;0;21;0
Matthieu;yt5tltbjd;Sensoriel;19;7;0;28;1
Matthieu;yt5tltbjd;Sensoriel;20;7;0.1;35;1
Matthieu;yt5tltbjd;Sensoriel;21;7;0.2;42;1
Matthieu;yt5tltbjd;Sensoriel;22;2;0.30000000000000004;40;0
Matthieu;yt5tltbjd;Sensoriel;23;7;0.20000000000000004;47;1
Matthieu;yt5tltbjd;Sensoriel;24;7;0.30000000000000004;40;0
Matthieu;yt5tltbjd;Sensoriel;25;7;0.20000000000000004;47;1
Matthieu;yt5tltbjd;Sensoriel;26;1;0.30000000000000004;46;0
Matthieu;yt5tltbjd;Sensoriel;27;7;0.20000000000000004;39;0
Matthieu;yt5tltbjd;Sensoriel;28;7;0.10000000000000003;46;1
Matthieu;yt5tltbjd;Sensoriel;29;7;0.20000000000000004;53;1
Matthieu;yt5tltbjd;Sensoriel;30;1;0.30000000000000004;52;0
Melissa;vtr2jxgs3;Logique2;1;7;0.1;7;1
Melissa;vtr2jxgs3;Logique2;2;7;0.2;14;1
Melissa;vtr2jxgs3;Logique2;3;2;0.30000000000000004;12;0
Melissa;vtr2jxgs3;Logique2;4;7;0.20000000000000004;19;1
Melissa;vtr2jxgs3;Logique2;5;7;0.30000000000000004;26;1
Melissa;vtr2jxgs3;Logique2;6;7;0.4;33;1
Melissa;vtr2jxgs3;Logique2;7;7;0.5;40;1
Melissa;vtr2jxgs3;Logique2;8;7;0.6;33;0
Melissa;vtr2jxgs3;Logique2;9;3;0.5;30;0
Melissa;vtr2jxgs3;Logique2;10;4;0.4;26;0
Melissa;vtr2jxgs3;Logique2;11;2;0.30000000000000004;28;1
Melissa;vtr2jxgs3;Logique2;12;7;0.4;35;1
Melissa;vtr2jxgs3;Logique2;13;1;0.5;34;0
Melissa;vtr2jxgs3;Logique2;14;3;0.4;37;1
Melissa;vtr2jxgs3;Logique2;15;6;0.5;43;1
Melissa;vtr2jxgs3;Logique2;16;7;0.6;50;1
Melissa;vtr2jxgs3;Logique2;17;1;0.7;51;1
Melissa;vtr2jxgs3;Logique2;18;6;0.7999999999999999;57;1
Melissa;vtr2jxgs3;Logique2;19;7;0.8999999999999999;50;0
Melissa;vtr2jxgs3;Logique2;20;5;0.7999999999999999;55;1
Melissa;vtr2jxgs3;Logique2;21;7;0.8999999999999999;62;1
Melissa;vtr2jxgs3;Logique2;22;4;0.9999999999999999;66;1
Melissa;vtr2jxgs3;Logique2;23;4;1;62;0
Melissa;vtr2jxgs3;Logique2;24;1;0.9;61;0
Melissa;vtr2jxgs3;Logique2;25;4;0.8;57;0
Melissa;vtr2jxgs3;Logique2;26;3;0.7000000000000001;60;1
Melissa;vtr2jxgs3;Logique2;27;7;0.8;67;1
Melissa;vtr2jxgs3;Logique2;28;1;0.9;66;0
Melissa;vtr2jxgs3;Logique2;29;7;0.8;73;1
Melissa;vtr2jxgs3;Logique2;30;1;0.9;72;0
Melissa;vtr2jxgs3;Motrice;1;3;4.034264097200273;-3;0
Melissa;vtr2jxgs3;Motrice;2;3;3.1634973615297346;0;1
Melissa;vtr2jxgs3;Motrice;3;3;4.034264097200273;3;1
Melissa;vtr2jxgs3;Motrice;4;4;4.7534692783297245;7;1
Melissa;vtr2jxgs3;Motrice;5;5;5.381755349031991;12;1
Melissa;vtr2jxgs3;Motrice;6;6;5.95240197898444;6;0
Melissa;vtr2jxgs3;Motrice;7;6;5.381755349031991;0;0
Melissa;vtr2jxgs3;Motrice;8;5;4.7534692783297245;-5;0
Melissa;vtr2jxgs3;Motrice;9;4;4.034264097200273;-1;1
Melissa;vtr2jxgs3;Motrice;10;4;4.7534692783297245;3;1
Melissa;vtr2jxgs3;Motrice;11;5;5.381755349031991;8;1
Melissa;vtr2jxgs3;Motrice;12;7;5.95240197898444;1;0
Melissa;vtr2jxgs3;Motrice;13;4;5.381755349031991;-3;0
Melissa;vtr2jxgs3;Motrice;14;4;4.7534692783297245;1;1
Melissa;vtr2jxgs3;Motrice;15;4;5.381755349031991;5;1
Melissa;vtr2jxgs3;Motrice;16;4;5.95240197898444;1;0
Melissa;vtr2jxgs3;Motrice;17;4;5.381755349031991;-3;0
Melissa;vtr2jxgs3;Motrice;18;4;4.7534692783297245;1;1
Melissa;vtr2jxgs3;Motrice;19;4;5.381755349031991;-3;0
Melissa;vtr2jxgs3;Motrice;20;4;4.7534692783297245;1;1
Melissa;vtr2jxgs3;Motrice;21;4;5.381755349031991;5;1
Melissa;vtr2jxgs3;Motrice;22;4;5.95240197898444;9;1
Melissa;vtr2jxgs3;Motrice;23;4;6.486337229729588;13;1
Melissa;vtr2jxgs3;Motrice;24;4;6.998323261344622;17;1
Melissa;vtr2jxgs3;Motrice;25;4;7.5;21;1
Melissa;vtr2jxgs3;Motrice;26;4;8.001676738655377;17;0
Melissa;vtr2jxgs3;Motrice;27;4;7.5;21;1
Melissa;vtr2jxgs3;Motrice;28;3;8.001676738655377;18;0
Melissa;vtr2jxgs3;Motrice;29;4;7.5;14;0
Melissa;vtr2jxgs3;Motrice;30;4;6.998323261344622;18;1
Melissa;vtr2jxgs3;Sensoriel;1;7;0;-7;0
Melissa;vtr2jxgs3;Sensoriel;2;4;0;-11;0
Melissa;vtr2jxgs3;Sensoriel;3;7;0;-18;0
Melissa;vtr2jxgs3;Sensoriel;4;1;0;-19;0
Melissa;vtr2jxgs3;Sensoriel;5;7;0;-12;1
Melissa;vtr2jxgs3;Sensoriel;6;7;0.1;-5;1
Melissa;vtr2jxgs3;Sensoriel;7;7;0.2;2;1
Melissa;vtr2jxgs3;Sensoriel;8;7;0.30000000000000004;9;1
Melissa;vtr2jxgs3;Sensoriel;9;7;0.4;16;1
Melissa;vtr2jxgs3;Sensoriel;10;2;0.5;14;0
Melissa;vtr2jxgs3;Sensoriel;11;1;0.4;13;0
Melissa;vtr2jxgs3;Sensoriel;12;7;0.30000000000000004;6;0
Melissa;vtr2jxgs3;Sensoriel;13;4;0.20000000000000004;2;0
Melissa;vtr2jxgs3;Sensoriel;14;4;0.10000000000000003;-2;0
Melissa;vtr2jxgs3;Sensoriel;15;7;2.7755575615628914e-17;5;1
Melissa;vtr2jxgs3;Sensoriel;16;7;0.10000000000000003;12;1
Melissa;vtr2jxgs3;Sensoriel;17;7;0.20000000000000004;19;1
Melissa;vtr2jxgs3;Sensoriel;18;7;0.30000000000000004;12;0
Melissa;vtr2jxgs3;Sensoriel;19;7;0.20000000000000004;19;1
Melissa;vtr2jxgs3;Sensoriel;20;1;0.30000000000000004;20;1
Melissa;vtr2jxgs3;Sensoriel;21;1;0.4;19;0
Melissa;vtr2jxgs3;Sensoriel;22;7;0.30000000000000004;12;0
Melissa;vtr2jxgs3;Sensoriel;23;7;0.20000000000000004;5;0
Melissa;vtr2jxgs3;Sensoriel;24;1;0.10000000000000003;6;1
Melissa;vtr2jxgs3;Sensoriel;25;7;0.20000000000000004;13;1
Melissa;vtr2jxgs3;Sensoriel;26;7;0.30000000000000004;20;1
Melissa;vtr2jxgs3;Sensoriel;27;7;0.4;27;1
Melissa;vtr2jxgs3;Sensoriel;28;1;0.5;26;0
Melissa;vtr2jxgs3;Sensoriel;29;1;0.4;25;0
Melissa;vtr2jxgs3;Sensoriel;30;1;0.30000000000000004;24;0
helene;du4i2zx1r;Motrice;1;2;4.034264097200273;-2;0
helene;du4i2zx1r;Motrice;2;1;3.1634973615297346;-1;1
helene;du4i2zx1r;Motrice;3;2;4.034264097200273;-3;0
